2024-12-14 17:28:45, 192.168.1.18, 43604, 3.233.158.25, 443, 3209814248, 3718291942, 0, 1, 0, 0, 0, 0, 501, 59923, 1
2024-12-14 17:28:45, 192.168.1.18, 51972, 140.82.114.25, 443, 2175210454, 741915108, 0, 1, 0, 0, 0, 0, 529, 31759, 2
2024-12-14 17:28:45, 140.82.114.25, 443, 192.168.1.18, 51972, 741915108, 2175210455, 0, 1, 0, 0, 0, 0, 76, 32211, 3
2024-12-14 17:28:45, 3.233.158.25, 443, 192.168.1.18, 43604, 3718291942, 3209814249, 0, 1, 0, 0, 0, 0, 62, 60334, 4
2024-12-14 17:28:45, 192.168.1.18, 45822, 35.223.238.178, 443, 736519326, 984061174, 0, 1, 0, 0, 0, 0, 526, 5277, 5
2024-12-14 17:28:45, 35.223.238.178, 443, 192.168.1.18, 45822, 984061174, 736519327, 0, 1, 0, 0, 0, 0, 163, 5358, 6
2024-12-14 17:28:45, 192.168.1.18, 60568, 35.223.238.178, 443, 4032810950, 3395181143, 0, 1, 0, 0, 0, 0, 524, 23321, 7
2024-12-14 17:28:46, 35.223.238.178, 443, 192.168.1.18, 60568, 3395181143, 4032810951, 0, 1, 0, 0, 0, 0, 163, 23433, 8
2024-12-14 17:28:47, 192.168.1.18, 44250, 35.223.238.178, 443, 1816085326, 2769875776, 0, 1, 0, 0, 0, 0, 536, 22804, 9
2024-12-14 17:28:48, 35.223.238.178, 443, 192.168.1.18, 44250, 2769875776, 1816085327, 0, 1, 0, 0, 0, 0, 163, 22889, 10
2024-12-14 17:28:49, 192.168.1.18, 46034, 140.82.113.26, 443, 2945045270, 571928469, 0, 1, 0, 0, 0, 0, 529, 14979, 11
2024-12-14 17:28:49, 45.113.192.101, 80, 192.168.1.18, 47316, 1208609161, 2017307550, 0, 1, 0, 0, 0, 0, 1248, 60623, 12
2024-12-14 17:28:49, 192.168.1.18, 47316, 45.113.192.101, 80, 2017307550, 1208609162, 0, 1, 0, 0, 0, 0, 502, 61368, 13
2024-12-14 17:28:49, 140.82.113.26, 443, 192.168.1.18, 46034, 571928469, 2945045271, 0, 1, 0, 0, 0, 0, 76, 15430, 14
2024-12-14 17:28:49, 192.168.1.18, 37192, 35.223.238.178, 443, 4161805184, 3567108056, 0, 1, 1, 0, 0, 0, 501, 50204, 15
2024-12-14 17:28:49, 35.223.238.178, 443, 192.168.1.18, 37192, 3567108056, 4161805457, 0, 1, 1, 0, 0, 0, 163, 7831, 16
2024-12-14 17:28:49, 192.168.1.18, 37192, 35.223.238.178, 443, 4161805457, 3567108359, 0, 1, 0, 0, 0, 0, 499, 55570, 17
2024-12-14 17:28:49, 192.168.1.18, 42066, 192.34.20.166, 443, 2742512653, 2892096566, 0, 1, 1, 0, 0, 0, 537, 63713, 18
2024-12-14 17:28:49, 192.168.1.18, 42066, 192.34.20.166, 443, 2742512940, 2892096566, 0, 1, 1, 0, 0, 0, 537, 43571, 19
2024-12-14 17:28:49, 192.168.1.18, 42090, 192.34.20.166, 443, 1507291015, 2485628715, 0, 1, 1, 0, 0, 0, 537, 40284, 20
2024-12-14 17:28:49, 192.168.1.18, 42090, 192.34.20.166, 443, 1507291301, 2485628715, 0, 1, 1, 0, 0, 0, 537, 44495, 21
2024-12-14 17:28:50, 192.168.1.18, 38076, 192.34.20.166, 443, 3403448078, 0, 0, 0, 0, 0, 1, 0, 64240, 3528, 22
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 42090, 2485628715, 1507291346, 0, 1, 0, 0, 0, 0, 501, 55238, 23
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 42066, 2892096566, 2742513097, 0, 1, 0, 0, 0, 0, 501, 23120, 24
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 38076, 2321976734, 3403448079, 0, 1, 0, 0, 1, 0, 65160, 26653, 25
2024-12-14 17:28:50, 192.168.1.18, 38076, 192.34.20.166, 443, 3403448079, 2321976735, 0, 1, 0, 0, 0, 0, 502, 37464, 26
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 42066, 2892096566, 2742513097, 0, 1, 1, 0, 0, 0, 501, 30507, 27
2024-12-14 17:28:50, 192.168.1.18, 42066, 192.34.20.166, 443, 2742513097, 2892096848, 0, 1, 0, 0, 0, 0, 537, 22503, 28
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 42066, 2892096848, 2742513097, 0, 1, 0, 0, 0, 0, 501, 60043, 29
2024-12-14 17:28:50, 192.168.1.18, 42066, 192.34.20.166, 443, 2742513097, 2892098288, 0, 1, 0, 0, 0, 0, 526, 21073, 30
2024-12-14 17:28:50, 192.34.20.166, 443, 192.168.1.18, 42066, 2892098288, 2742513097, 0, 1, 1, 0, 0, 0, 501, 37115, 31
2024-12-14 17:28:50, 192.168.1.18, 42066, 192.34.20.166, 443, 2742513097, 2892099608, 0, 1, 0, 0, 0, 0, 516, 19763, 32
2024-12-14 17:28:50, 192.168.1.18, 38076, 192.34.20.166, 443, 3403448079, 2321976735, 0, 1, 0, 0, 0, 0, 502, 38179, 33
2024-12-14 17:28:50, 192.168.1.18, 38076, 192.34.20.166, 443, 3403449519, 2321976735, 0, 1, 1, 0, 0, 0, 502, 54979, 34
2024-12-14 17:28:50, 192.168.1.18, 42066, 192.34.20.166, 443, 2742513097, 2892099608, 0, 1, 1, 0, 0, 0, 537, 62620, 35
2024-12-14 17:28:50, 192.168.1.18, 42066, 192.34.20.166, 443, 2742513383, 2892099608, 0, 1, 1, 0, 0, 0, 537, 11922, 36
